,active_sw,age,bats,birth_city,birth_country,birth_date,birth_state,college,death_city,death_country,death_date,death_state,end_date,file_code,gender,height_feet,height_inches,high_school,jersey_number,name_display_first_last,name_display_first_last_html,name_display_last_first,name_display_last_first_html,name_display_roster,name_display_roster_html,name_first,name_full,name_last,name_matrilineal,name_middle,name_nick,name_prefix,name_title,name_use,player_id,primary_position,primary_position_txt,primary_sport_code,primary_stat_type,pro_debut_date,start_date,status,status_code,status_date,team_abbrev,team_code,team_id,team_name,throws,twitter_id,weight
430,Y,37,L,El Paso,USA,1981-10-24T00:00:00,TX,Texas,,,,,2015-03-22T00:00:00,col,M,5,9,"Socorro, El Paso, TX",12,Omar Quintanilla,Omar Quintanilla,"Quintanilla, Omar","Quintanilla, Omar",Quintanilla,Quintanilla,Omar,"Quintanilla, Omar",Quintanilla,,,,,,Omar,435560,6,SS,mlb,hitting,2005-07-31T00:00:00,2015-01-27T00:00:00,NRI,NRI,2015-01-27T00:00:00,COL,col,115,Colorado Rockies,R,,185
431,N,51,R,New Ulm,USA,1967-11-05T00:00:00,MN,Minnesota,,,,,1997-12-31T00:00:00,col,M,5,9,"New Ulm, MN",,Brian Raabe,Brian Raabe,"Raabe, Brian","Raabe, Brian",Raabe,Raabe,Brian,"Raabe, Brian",Raabe,,Charles,,,,Brian,120859,5,3B,mlb,hitting,1995-09-17T00:00:00,1997-09-08T00:00:00,Active,A,1997-09-08T00:00:00,COL,col,115,Colorado Rockies,R,,175
432,Y,38,R,Tampa,USA,1981-04-17T00:00:00,FL,South Florida State College,,,,,2018-03-24T00:00:00,was,M,6,0,"Durant, Plant City, FL",18,Ryan Raburn,Ryan Raburn,"Raburn, Ryan","Raburn, Ryan",Raburn,Raburn,Ryan,"Raburn, Ryan",Raburn,,Neil,Bobby,,,Ryan,430605,7,LF,mlb,hitting,2004-09-12T00:00:00,2017-11-19T00:00:00,Released,RL,2018-03-24T00:00:00,WSH,was,120,Washington Nationals,R,,185
433,Y,37,R,Santiago,Dominican Republic,1981-08-31T00:00:00,,,,,,,2016-04-03T00:00:00,ana,M,5,11,,49,Ramon E Ramirez,Ramon E Ramirez,"Ramirez, Ramon E","Ramirez, Ramon E","Ramirez, Ramon E.","Ramirez, Ramon E.",Ramon,"Ramirez, Ramon E",Ramirez,,Emilio,,,,Ramon E,430673,1,P,mlb,pitching,2006-04-14T00:00:00,2015-12-02T00:00:00,NRI,NRI,2015-12-02T00:00:00,LAA,ana,108,Los Angeles Angels,R,,200
434,N,47,L,Vega de Alatorre,Mexico,1972-08-17T00:00:00,Veracruz,,,,,,1999-11-29T00:00:00,col,M,6,0,,49,Roberto Ramirez,Roberto Ramirez,"Ramirez, Roberto","Ramirez, Roberto","Ramirez, Ro","Ramirez, Ro",Roberto,"Ramirez, Roberto",Ramirez,Sanchez,,,,,Roberto,133381,1,P,mlb,pitching,1998-06-12T00:00:00,1999-04-06T00:00:00,Released,RL,1999-04-06T00:00:00,COL,col,115,Colorado Rockies,L,,195
435,N,46,R,Dallas,USA,1973-01-05T00:00:00,TX,,,,,,1998-12-31T00:00:00,col,M,6,3,,,Fred Rath,Fred Rath,"Rath, Fred","Rath, Fred",Rath,Rath,Frederick,"Rath, Fred",Rath,,Helsher,,,Jr.,Fred,203732,1,P,mlb,pitching,1998-07-29T00:00:00,1998-01-01T00:00:00,Active,A,1998-01-01T00:00:00,COL,col,115,Colorado Rockies,R,,220
436,N,45,L,San Diego,USA,1974-01-05T00:00:00,CA,Oklahoma,,,,,2008-05-10T00:00:00,col,M,6,5,"Escondido, CA",55,Mark Redman,Mark Redman,"Redman, Mark","Redman, Mark",Redman,Redman,Mark,"Redman, Mark",Redman,,Allen,,,,Mark,150230,1,P,mlb,pitching,1999-07-24T00:00:00,2007-12-19T00:00:00,Active,A,2007-12-19T00:00:00,COL,col,115,Colorado Rockies,L,,245
437,N,56,L,Joliet,USA,1962-11-12T00:00:00,IL,,,,,,2001-05-20T00:00:00,phi,M,6,2,"Joliet West, Joliet, IL",--,Jeff Reed,Jeff Reed,"Reed, Jeff","Reed, Jeff",Reed,Reed,Jeffrey,"Reed, Jeff",Reed,,Scott,,,,Jeff,120993,2,C,mlb,hitting,1984-04-05T00:00:00,2001-05-20T00:00:00,Reassigned,RM,2001-05-20T00:00:00,PHI,phi,143,Philadelphia Phillies,R,,190
438,N,54,R,Los Angeles,USA,1965-03-11T00:00:00,CA,Lewis-Clark State,,,,,2005-07-14T00:00:00,bal,M,6,2,"Chatsworth, CA",39,Steve Reed,Steve Reed,"Reed, Steve","Reed, Steve",Reed,Reed,Steven,"Reed, Steve",Reed,,Vincent,,,,Steve,121002,1,P,mlb,pitching,1992-08-30T00:00:00,2005-04-06T00:00:00,Waived,WA,2005-04-06T00:00:00,BAL,bal,110,Baltimore Orioles,R,,210
439,N,36,R,Columbus,USA,1983-05-16T00:00:00,GA,Auburn,,,,,2010-04-04T00:00:00,tor,M,6,1,"Shaw, Columbus, GA",67,Steven Register,Steven Register,"Register, Steven","Register, Steven",Register,Register,Steven,"Register, Steven",Register,,Craig,,,,Steven,461862,1,P,mlb,pitching,2008-08-04T00:00:00,2010-01-19T00:00:00,NRI,NRI,2010-01-19T00:00:00,TOR,tor,141,Toronto Blue Jays,R,,170
440,N,47,R,Oak Lawn,USA,1972-06-03T00:00:00,IL,Bradley,,,,,2002-05-17T00:00:00,kc,M,6,3,"Providence Catholic, New Lenox, IL",47,Bryan Rekar,Bryan Rekar,"Rekar, Bryan","Rekar, Bryan",Rekar,Rekar,Bryan,"Rekar, Bryan",Rekar,,Robert,,,,Bryan,121057,1,P,mlb,pitching,1995-07-19T00:00:00,2002-04-21T00:00:00,Traded,TR,2002-04-21T00:00:00,KC,kca,118,Kansas City Royals,R,,220
441,N,45,S,Valdosta,USA,1973-09-16T00:00:00,GA,,,,,,2007-07-31T00:00:00,tex,M,5,9,"Sandalwood, Jacksonville, FL",1,Desi Relaford,Desi Relaford,"Relaford, Desi","Relaford, Desi",Relaford,Relaford,Desmond,"Relaford, Desi",Relaford,,Lamont,,,,Desi,121058,6,SS,mlb,hitting,1996-08-01T00:00:00,2007-07-01T00:00:00,Signed,MIN,2007-07-01T00:00:00,TEX,tex,140,Texas Rangers,R,,185
442,N,40,R,Rochester,USA,1979-01-03T00:00:00,MN,,,,,,2011-03-31T00:00:00,cws,M,6,6,"Mayo, Rochester, MN",90,Michael Restovich,Michael Restovich,"Restovich, Michael","Restovich, Michael",Restovich,Restovich,Michael,"Restovich, Michael",Restovich,,Jerome,,,,Michael,282879,9,RF,mlb,hitting,2002-09-18T00:00:00,2011-03-10T00:00:00,Signed,MIN,2011-03-10T00:00:00,CWS,cha,145,Chicago White Sox,R,,240
443,N,42,R,Higuera de Zaragoza,Mexico,1977-04-19T00:00:00,Sinaloa,,,,,,2012-03-04T00:00:00,bal,M,6,3,"Ignacio Zaragoza, MEX",52,Dennys Reyes,Dennys Reyes,"Reyes, Dennys","Reyes, Dennys","Reyes, De","Reyes, De",Dennys,"Reyes, Dennys",Reyes,Velarde,,,,,Dennys,121096,1,P,mlb,pitching,1997-07-13T00:00:00,2012-01-20T00:00:00,Released,RL,2012-03-04T00:00:00,BAL,bal,110,Baltimore Orioles,L,,250
444,Y,36,S,Santiago,Dominican Republic,1983-06-11T00:00:00,,,,,,,2018-10-29T00:00:00,nym,M,6,0,"Liceo Delia Reyes, DOM",7,Jose Reyes,José Reyes,"Reyes, Jose","Reyes, José","Reyes, J","Reyes, J",Jose,"Reyes, Jose",Reyes,,Bernabe,La Melaza,,,Jose,408314,6,SS,mlb,hitting,2003-06-10T00:00:00,2018-01-26T00:00:00,Free agent,FA,2018-10-29T00:00:00,NYM,nyn,121,New York Mets,R,@lamelaza_7,195
445,Y,41,S,Margarita,Venezuela,1978-02-21T00:00:00,,,,,,,2004-10-15T00:00:00,col,M,5,11,"Nueva Esparta, VZ",7,Rene Reyes,Rene Reyes,"Reyes, Rene","Reyes, Rene","Reyes, R","Reyes, R",Rene,"Reyes, Rene",Reyes,,,,,,Rene,407813,9,RF,mlb,hitting,2002-05-19T00:00:00,2003-07-22T00:00:00,Free agent,FA,2003-07-22T00:00:00,COL,col,115,Colorado Rockies,R,,175
446,Y,34,R,Pacifica,USA,1985-07-03T00:00:00,CA,Stanford,,,,,2016-04-03T00:00:00,sd,M,6,7,"Terra Nova, Pacifica, CA",,Greg Reynolds,Greg Reynolds,"Reynolds, Greg","Reynolds, Greg",Reynolds,Reynolds,Gregory,"Reynolds, Greg",Reynolds,,Adam,,,,Greg,453353,1,P,mlb,pitching,2008-05-11T00:00:00,2016-03-06T00:00:00,Signed,MIN,2016-03-06T00:00:00,SD,sdn,135,San Diego Padres,R,,225
447,Y,36,R,Pikeville,USA,1983-08-03T00:00:00,KY,Virginia,,,,,2019-07-26T00:00:00,col,M,6,2,"First Colonial, Virginia Beach, VA",12,Mark Reynolds,Mark Reynolds,"Reynolds, Mark","Reynolds, Mark","Reynolds, M","Reynolds, M",Mark,"Reynolds, Mark",Reynolds,,Andrew,Sheriff,,,Mark,448602,5,3B,mlb,hitting,2007-05-16T00:00:00,2019-03-26T00:00:00,Released,RL,2019-07-26T00:00:00,COL,col,115,Colorado Rockies,R,,220
448,Y,34,L,St. Charles,USA,1984-10-02T00:00:00,IL,Austin Peay State,,,,,2017-04-01T00:00:00,sf,M,6,5,"St. Charles East, St. Charles, IL",54,Matt Reynolds,Matt Reynolds,"Reynolds, Matt","Reynolds, Matt","Reynolds, M","Reynolds, M",Matthew,"Reynolds, Matt",Reynolds,,Paul,,,,Matt,519186,1,P,mlb,pitching,2010-08-19T00:00:00,2016-12-23T00:00:00,NRI,NRI,2016-12-23T00:00:00,SF,sfn,137,San Francisco Giants,L,,240
449,N,53,R,San Luis Potosi,Mexico,1966-05-01T00:00:00,San Luis Potosi,,,,,,2003-03-29T00:00:00,ari,M,5,11,Escuela Secondaria Mita del Estado (MEX) HS,27,Armando Reynoso,Armando Reynoso,"Reynoso, Armando","Reynoso, Armando",Reynoso,Reynoso,Martin,"Reynoso, Armando",Reynoso,Gutierrez,Armando,,,,Armando,121117,1,P,mlb,pitching,1991-08-11T00:00:00,1998-12-02T00:00:00,Released,RL,1998-12-02T00:00:00,ARI,ari,109,Arizona Diamondbacks,R,,215
450,N,45,L,San Diego,USA,1974-06-07T00:00:00,CA,Oklahoma State,,,,,2010-04-04T00:00:00,tb,M,6,2,"University, San Diego, CA",32,Chris Richard,Chris Richard,"Richard, Chris","Richard, Chris",Richard,Richard,Christopher,"Richard, Chris",Richard,,Robert,,,,Chris,276537,3,1B,mlb,hitting,2000-07-17T00:00:00,2009-12-14T00:00:00,NRI,NRI,2009-12-14T00:00:00,TB,tba,139,Tampa Bay Rays,L,,210
451,Y,40,R,Maracaibo,Venezuela,1979-01-23T00:00:00,,,,,,,2012-04-04T00:00:00,ana,M,5,11,"Instituto Cervantes, VEN",82,Juan Rincon,Juan Rincon,"Rincon, Juan","Rincon, Juan",Rincon,Rincon,Juan,"Rincon, Juan",Rincon,,Manuel,,,,Juan,346799,1,P,mlb,pitching,2001-06-07T00:00:00,2012-02-26T00:00:00,Signed,MIN,2012-02-26T00:00:00,LAA,ana,108,Los Angeles Angels,R,,210
452,N,54,R,Eatontown,USA,1965-06-08T00:00:00,NJ,Indian Hills CC,,,,,1998-12-31T00:00:00,col,M,6,4,,30,Kevin Ritz,Kevin Ritz,"Ritz, Kevin","Ritz, Kevin",Ritz,Ritz,Kevin,"Ritz, Kevin",Ritz,,D.,,,,Kevin,121244,1,P,mlb,pitching,1989-07-15T00:00:00,1994-01-01T00:00:00,Signed,MIN,1994-01-01T00:00:00,COL,col,115,Colorado Rockies,R,,220
453,N,47,R,Southfield,USA,1971-10-11T00:00:00,MI,,,,,,2004-11-29T00:00:00,min,M,6,2,"Hazel Park, MI",71,Joe Roa,Joe Roa,"Roa, Joe","Roa, Joe",Roa,Roa,Joseph,"Roa, Joe",Roa,,Rodger,,,,Joe,121258,1,P,mlb,pitching,1995-09-20T00:00:00,2004-04-05T00:00:00,Released,RL,2004-04-05T00:00:00,MIN,min,142,Minnesota Twins,R,,195
454,Y,31,L,Murfreesboro,USA,1988-03-09T00:00:00,TN,Middle Tennessee State,,,,,2016-03-31T00:00:00,phi,M,6,1,"Siegel, Murfreesboro, TN",90,Ken Roberts,Ken Roberts,"Roberts, Ken","Roberts, Ken",Roberts,Roberts,Kenneth,"Roberts, Ken",Roberts,,Elwin,,,,Ken,594977,1,P,mlb,pitching,2015-05-03T00:00:00,2016-03-05T00:00:00,Released,RL,2016-03-31T00:00:00,PHI,phi,143,Philadelphia Phillies,L,,200
455,Y,23,R,Winter Park,USA,1996-08-09T00:00:00,FL,,,,,,,col,M,6,0,"Lake Mary, FL",7,Brendan Rodgers,Brendan Rodgers,"Rodgers, Brendan","Rodgers, Brendan",Rodgers,Rodgers,Brendan,"Rodgers, Brendan",Rodgers,,Austin,,,,Brendan,663898,4,2B,,hitting,2019-05-17T00:00:00,2019-05-17T00:00:00,60-day IL,D60,2019-07-17T00:00:00,COL,col,115,Colorado Rockies,R,@Broddddd3,180
456,Y,37,R,Baltimore,USA,1982-08-04T00:00:00,MD,UCLA,,,,,2016-05-09T00:00:00,ana,M,6,3,"Nevada Union, Grass Valley, CA",,Josh Roenicke,Josh Roenicke,"Roenicke, Josh","Roenicke, Josh",Roenicke,Roenicke,Joshua,"Roenicke, Josh",Roenicke,,James,,,,Josh,502158,1,P,mlb,pitching,2008-09-13T00:00:00,2016-05-09T00:00:00,Signed,MIN,2016-05-09T00:00:00,LAA,ana,108,Los Angeles Angels,R,,205
457,Y,34,R,Santo Domingo,Dominican Republic,1985-08-14T00:00:00,,,,,,,2017-08-01T00:00:00,was,M,6,3,,,Esmil Rogers,Esmil Rogers,"Rogers, Esmil","Rogers, Esmil","Rogers, E","Rogers, E",Esmil,"Rogers, Esmil",Rogers,,Antonio,,,,Esmil,469134,1,P,mlb,pitching,2009-09-12T00:00:00,2017-08-01T00:00:00,Signed,MIN,2017-08-01T00:00:00,WSH,was,120,Washington Nationals,R,,200
458,N,40,R,Tampa,USA,1979-06-24T00:00:00,FL,,,,,,2006-04-03T00:00:00,mil,M,6,0,"Hillsborough, Tampa, FL",,Jason Romano,Jason Romano,"Romano, Jason","Romano, Jason",Romano,Romano,Jason,"Romano, Jason",Romano,,Anthony,,,,Jason,400099,7,LF,mlb,hitting,2002-04-17T00:00:00,2006-02-24T00:00:00,NRI,NRI,2006-02-24T00:00:00,MIL,mil,158,Milwaukee Brewers,R,,185
459,Y,43,S,Rio Piedras,Puerto Rico,1976-06-04T00:00:00,,Mobile,,,,,2013-06-07T00:00:00,cle,M,5,11,"Berwind Superior, San Juan, PR",,J.C. Romero,J.C. Romero,"Romero, J.C.","Romero, J.C.",Romero,Romero,Juan,"Romero, J.C.",Romero,,Carlos,,,,J.C.,240694,1,P,mlb,pitching,1999-09-15T00:00:00,2013-06-07T00:00:00,Signed,MIN,2013-06-07T00:00:00,CLE,cle,114,Cleveland Indians,L,@JCRome16,205
460,N,51,S,Miami,USA,1967-10-29T00:00:00,FL,Eastern Florida State,,,,,2003-08-26T00:00:00,col,M,5,11,"Miami Senior, Miami, FL",6,Mandy Romero,Mandy Romero,"Romero, Mandy","Romero, Mandy",Romero,Romero,Armando,"Romero, Mandy",Romero,,,,,,Mandy,121422,2,C,mlb,hitting,1997-07-15T00:00:00,2003-08-15T00:00:00,Waived,WA,2003-08-15T00:00:00,COL,col,115,Colorado Rockies,R,,195
461,Y,31,R,Calabozo,Venezuela,1988-02-16T00:00:00,,,,,,,2018-03-28T00:00:00,cws,M,6,1,,94,Jorge Rondon,Jorge Rondon,"Rondon, Jorge","Rondon, Jorge","Rondon, Jor","Rondon, Jor",Jorge,"Rondon, Jorge",Rondon,Rondon,Leonardo,,,,Jorge,504083,1,P,mlb,pitching,2014-06-29T00:00:00,2018-01-11T00:00:00,Signed,MIN,2018-01-11T00:00:00,CWS,cha,145,Chicago White Sox,R,,215
462,Y,30,R,Bonao,Dominican Republic,1989-02-23T00:00:00,,,,,,,2019-03-26T00:00:00,min,M,5,11,,47,Wilin Rosario,Wilin Rosario,"Rosario, Wilin","Rosario, Wilin","Rosario, W","Rosario, W",Wilin,"Rosario, Wilin",Rosario,,Arismendy,Baby Bull,,,Wilin,501647,2,C,mlb,hitting,2011-09-06T00:00:00,2019-03-05T00:00:00,Signed,MIN,2019-03-05T00:00:00,MIN,min,142,Minnesota Twins,R,@WilinRosario,225
463,N,43,R,New Bedford,USA,1976-02-13T00:00:00,MA,,,,,,2005-01-25T00:00:00,cin,M,6,3,"Dartmouth, MA",62,Brian Rose,Brian Rose,"Rose, Brian","Rose, Brian",Rose,Rose,Brian,"Rose, Brian",Rose,,Leonard,,,,Brian,121450,1,P,mlb,pitching,1997-07-25T00:00:00,2004-11-01T00:00:00,Signed,MIN,2004-11-01T00:00:00,CIN,cin,113,Cincinnati Reds,R,,215
464,Y,31,R,Clackamas,USA,1988-06-09T00:00:00,OR,Chemeketa CC,,,,,2019-07-29T00:00:00,stl,M,6,2,"Forest  Grove, OR",,Zac Rosscup,Zac Rosscup,"Rosscup, Zac","Rosscup, Zac",Rosscup,Rosscup,Zachary,"Rosscup, Zac",Rosscup,,M.,Cup,,,Zac,573127,1,P,mlb,pitching,2013-09-03T00:00:00,2019-07-29T00:00:00,Signed,MIN,2019-07-29T00:00:00,STL,sln,138,St. Louis Cardinals,L,,220
465,N,55,S,Lubbock,USA,1963-10-04T00:00:00,TX,Texas,,,,,1997-12-31T00:00:00,col,M,6,2,"J. M. Hanks, El Paso, TX",,Bruce Ruffin,Bruce Ruffin,"Ruffin, Bruce","Ruffin, Bruce",Ruffin,Ruffin,Bruce,"Ruffin, Bruce",Ruffin,,Wayne,,,,Bruce,121545,1,P,mlb,pitching,1986-06-28T00:00:00,1993-01-01T00:00:00,Active,A,1993-01-01T00:00:00,COL,col,115,Colorado Rockies,L,,205
466,N,44,L,Seattle,USA,1974-11-07T00:00:00,WA,,,,,,2009-05-19T00:00:00,col,M,6,1,"Shorecrest, Shoreline, WA",32,Glendon Rusch,Glendon Rusch,"Rusch, Glendon","Rusch, Glendon","Rusch, G","Rusch, G",Glendon,"Rusch, Glendon",Rusch,,James,,,,Glendon,121556,1,P,mlb,pitching,1997-04-06T00:00:00,2009-04-05T00:00:00,Signed,MIN,2009-05-15T00:00:00,COL,col,115,Colorado Rockies,L,@GlendonRusch,225
467,Y,32,L,Detroit,USA,1986-10-22T00:00:00,MI,Kentucky,,,,,2019-06-12T00:00:00,col,M,6,2,"Divine Child, Dearborn, MI",52,Chris Rusin,Chris Rusin,"Rusin, Chris","Rusin, Chris",Rusin,Rusin,Christopher,"Rusin, Chris",Rusin,,Patrick,Russ,,,Chris,543734,1,P,mlb,pitching,2012-08-21T00:00:00,2014-09-27T00:00:00,Signed,MIN,2019-06-12T00:00:00,COL,col,115,Colorado Rockies,L,,198
468,Y,30,R,Birmingham,USA,1989-04-21T00:00:00,AL,Alabama,,,,,2018-03-28T00:00:00,sf,M,5,11,"Cullman, AL",19,Josh Rutledge,Josh Rutledge,"Rutledge, Josh","Rutledge, Josh",Rutledge,Rutledge,Joshua,"Rutledge, Josh",Rutledge,,Alan,Rutty,,,Josh,592710,6,SS,mlb,hitting,2012-07-13T00:00:00,2018-01-25T00:00:00,NRI,NRI,2018-01-25T00:00:00,SF,sfn,137,San Francisco Giants,R,,186
469,N,55,R,Chicago Heights,USA,1964-04-11T00:00:00,IL,,,,,,2001-11-02T00:00:00,bos,M,6,1,"Grover Cleveland, Reseda, CA",17,Bret Saberhagen,Bret Saberhagen,"Saberhagen, Bret","Saberhagen, Bret",Saberhagen,Saberhagen,Bret,"Saberhagen, Bret",Saberhagen,,William,,,,Bret,121604,1,P,mlb,pitching,1984-04-04T00:00:00,1996-12-09T00:00:00,Released,RL,1996-12-09T00:00:00,BOS,bos,111,Boston Red Sox,R,@BretSabes,200
470,N,54,R,Columbus,USA,1965-03-03T00:00:00,OH,Toledo,,,,,1998-12-31T00:00:00,det,M,6,4,"Watkins Memorial, Pataskala, OH",,A.J. Sager,A.J. Sager,"Sager, A.J.","Sager, A.J.",Sager,Sager,Anthony,"Sager, A.J.",Sager,,Joseph,,,,A.J.,121619,1,P,mlb,pitching,1994-04-04T00:00:00,1996-01-01T00:00:00,Active,A,1996-01-01T00:00:00,DET,det,116,Detroit Tigers,R,,220
471,N,45,R,San Diego,USA,1973-09-10T00:00:00,CA,San Diego,,,,LA,1998-12-31T00:00:00,col,M,6,1,,,Mike Saipe,Mike Saipe,"Saipe, Mike","Saipe, Mike",Saipe,Saipe,Michael,"Saipe, Mike",Saipe,,Eric,,,,Mike,134182,1,P,mlb,pitching,1998-06-25T00:00:00,1998-01-01T00:00:00,Active,A,1998-01-01T00:00:00,COL,col,115,Colorado Rockies,R,,190
472,N,38,L,Oklahoma City,USA,1980-11-24T00:00:00,OK,Oklahoma State,,,,,2012-04-04T00:00:00,tb,M,6,0,"Putnam City West, Oklahoma City, OK",45,Jeff Salazar,Jeff Salazar,"Salazar, Jeff","Salazar, Jeff","Salazar, J","Salazar, J",Jeffrey,"Salazar, Jeff",Salazar,,Dewan,Sali,,,Jeff,434625,9,RF,mlb,hitting,2006-09-07T00:00:00,2012-02-14T00:00:00,NRI,NRI,2012-02-14T00:00:00,TB,tba,139,Tampa Bay Rays,L,,195
473,Y,44,L,Nizao Bani,Dominican Republic,1974-10-11T00:00:00,,,,,,,2010-05-30T00:00:00,oak,M,5,10,,,Jesus Sanchez,Jesus Sanchez,"Sanchez, Jesus","Sanchez, Jesus",Sanchez,Sanchez,Jesus,"Sanchez, Jesus",Sanchez,,Paulino,,,,Jesus,133260,1,P,mlb,pitching,1998-03-31T00:00:00,2010-05-30T00:00:00,Signed,MIN,2010-05-30T00:00:00,OAK,oak,133,Oakland Athletics,L,,165
474,Y,36,L,Mayaguez,Puerto Rico,1982-11-19T00:00:00,,Ohio Dominican,,,,,2017-04-01T00:00:00,kc,M,6,0,"Escuela Superior Blanca Maralet, San Juan, PR",59,Jonathan Sanchez,Jonathan Sánchez,"Sanchez, Jonathan","Sánchez, Jonathan","Sanchez, J","Sánchez, J",Jonathan,"Sanchez, Jonathan",Sanchez,,Omar,,,,Jonathan,456043,1,P,mlb,pitching,2006-05-28T00:00:00,2017-01-07T00:00:00,NRI,NRI,2017-01-07T00:00:00,KC,kca,118,Kansas City Royals,L,@jonathan_57,200
475,N,52,R,Americus,USA,1966-12-24T00:00:00,GA,Alabama,,,,,1995-12-31T00:00:00,min,M,6,6,"Starkville, MS",,Mo Sanford,Mo Sanford,"Sanford, Mo","Sanford, Mo",Sanford,Sanford,Meredith,"Sanford, Mo",Sanford,,Leroy,,,,Mo,121685,1,P,mlb,pitching,1991-08-09T00:00:00,1995-01-01T00:00:00,Active,A,1995-01-01T00:00:00,MIN,min,142,Minnesota Twins,R,,220
476,N,42,R,San Pedro de Macoris,Dominican Republic,1976-10-02T00:00:00,,,,,,,2008-03-30T00:00:00,sf,M,6,2,"Passaic, NJ",54,Victor Santos,Victor Santos,"Santos, Victor","Santos, Victor","Santos, V","Santos, V",Victor,"Santos, Victor",Santos,,Irving,,,,Victor,276343,1,P,mlb,pitching,2001-04-09T00:00:00,2008-01-11T00:00:00,NRI,NRI,2008-01-11T00:00:00,SF,sfn,137,San Francisco Giants,R,,205
477,Y,32,L,Winfield,USA,1987-02-15T00:00:00,IL,Bradley,,,,,2019-03-08T00:00:00,chc,M,6,2,"Willowbrook, Villa Park, IL",67,Rob Scahill,Rob Scahill,"Scahill, Rob","Scahill, Rob",Scahill,Scahill,Robert,"Scahill, Rob",Scahill,,Joseph,Gramps,,,Rob,543746,1,P,mlb,pitching,2012-09-11T00:00:00,2019-01-18T00:00:00,Released,RL,2019-03-08T00:00:00,CHC,chn,112,Chicago Cubs,R,,220
478,N,52,R,Hanford,USA,1966-11-16T00:00:00,CA,,,,,,1997-07-10T00:00:00,col,M,6,2,"Hanford, CA",,Tim Scott,Tim Scott,"Scott, Tim","Scott, Tim",Scott,Scott,Timothy,"Scott, Tim",Scott,,Dale,,,,Tim,121947,1,P,mlb,pitching,1991-06-25T00:00:00,1997-05-27T00:00:00,Active,A,1997-05-27T00:00:00,COL,col,115,Colorado Rockies,R,,205
479,N,43,R,San Felipe,Venezuela,1975-10-30T00:00:00,,,,,,,2015-11-02T00:00:00,sf,M,5,10,"Frederico Quiroz, VEN",,Marco Scutaro,Marco Scutaro,"Scutaro, Marco","Scutaro, Marco",Scutaro,Scutaro,Marcos,"Scutaro, Marco",Scutaro,Hernandez,,,,,Marco,340192,6,SS,mlb,hitting,2002-07-21T00:00:00,2015-06-17T00:00:00,Free agent,FA,2015-11-02T00:00:00,SF,sfn,137,San Francisco Giants,R,,185
480,N,41,L,Sarasota,USA,1978-06-20T00:00:00,FL,,,,,,2010-11-07T00:00:00,det,M,6,2,"Sarasota, FL",44,Bobby Seay,Bobby Seay,"Seay, Bobby","Seay, Bobby",Seay,Seay,Robert,"Seay, Bobby",Seay,,Michael,,,,Bobby,150144,1,P,mlb,pitching,2001-08-14T00:00:00,2007-03-31T00:00:00,Free agent,FA,2010-11-07T00:00:00,DET,det,116,Detroit Tigers,L,,235
481,N,48,R,Tinley Park,USA,1971-02-10T00:00:00,IL,Saint Xavier,,,,,2001-06-07T00:00:00,col,M,5,11,"Victor J. Andrew, Tinley Park, IL",16,Kevin Sefcik,Kevin Sefcik,"Sefcik, Kevin","Sefcik, Kevin",Sefcik,Sefcik,Kevin,"Sefcik, Kevin",Sefcik,,John,,,,Kevin,121974,7,LF,mlb,hitting,1995-09-08T00:00:00,2001-06-01T00:00:00,Released,RL,2001-06-01T00:00:00,COL,col,115,Colorado Rockies,R,,175
482,Y,24,R,Valencia,Venezuela,1995-01-21T00:00:00,,,,,,,,col,M,6,1,,49,Antonio Senzatela,Antonio Senzatela,"Senzatela, Antonio","Senzatela, Antonio",Senzatela,Senzatela,Antonio,"Senzatela, Antonio",Senzatela,Rondon,,Senze,,,Antonio,622608,1,P,mlb,pitching,2017-04-06T00:00:00,2016-03-29T00:00:00,Reassigned,RM,2019-07-21T00:00:00,COL,col,115,Colorado Rockies,R,@asenzatela32,246
483,Y,45,S,San Francisco,USA,1974-01-25T00:00:00,CA,,,,,,2007-10-10T00:00:00,col,M,6,1,"San Mateo, CA",29,Dan Serafini,Dan Serafini,"Serafini, Dan","Serafini, Dan",Serafini,Serafini,Daniel,"Serafini, Dan",Serafini,,Joseph,,,,Dan,122007,1,P,mlb,pitching,1996-06-25T00:00:00,2007-10-03T00:00:00,Free agent,FA,2007-10-03T00:00:00,COL,col,115,Colorado Rockies,L,,190
484,N,52,R,La Crosse,USA,1967-06-04T00:00:00,WI,Creighton,,,,,2001-12-08T00:00:00,hou,M,6,2,"Westby, WI",21,Scott Servais,Scott Servais,"Servais, Scott","Servais, Scott",Servais,Servais,Scott,"Servais, Scott",Servais,,Daniel,Servy,,,Scott,122011,2,C,mlb,hitting,1991-07-12T00:00:00,2001-03-28T00:00:00,Released,RL,2001-03-28T00:00:00,HOU,hou,117,Houston Astros,R,,195
485,N,52,R,Cincinnati,USA,1967-02-26T00:00:00,OH,,,,,,2004-11-01T00:00:00,ari,M,6,6,"Aiken, Cincinnati, OH",36,Scott Service,Scott Service,"Service, Scott","Service, Scott",Service,Service,Scott,"Service, Scott",Service,,David,,,,Scott,122012,1,P,mlb,pitching,1988-09-05T00:00:00,2004-05-27T00:00:00,Free agent,FA,2004-05-27T00:00:00,ARI,ari,109,Arizona Diamondbacks,R,,240
